"","Bx","By","Bz"
"1530",2.08,2.85,-1.06
"1531",2.03,2.46,-1.34
"1532",1.94,2.38,-1.27
"1533",2.11,2.36,-1.39
"1534",1.95,2.92,-0.85
"1535",1.92,3.03,-0.53
"1536",1.93,3.03,-1.12
"1537",2.02,3.03,-0.71
"1538",1.98,3.13,-0.79
"1539",1.8,3.05,-0.63
"1540",1.71,3.08,-0.62
"1541",1.59,3.12,-0.7
"1542",1.35,3.05,-0.74
"1543",1.32,2.99,-0.72
"1544",1.27,3.03,-0.7
"1545",1.66,2.92,-0.22
"1546",1.55,2.62,-0.17
"1547",1.39,2.68,-0.52
"1548",1.63,3.03,-0.33
"1549",1.55,2.83,-0.35
"1550",1.52,2.84,-0.32
"1551",1.27,2.8,-0.4
"1552",1.35,2.65,-0.19
"1553",1.36,2.69,-0.27
"1554",1.23,2.9,-0.09
"1555",1.21,2.9,-0.67
"1556",0.76,3,-0.73
"1557",1.44,2.39,-0.27
"1558",0.91,2.82,-0.4
"1559",1.29,2.51,-0.28
"1560",0.25,2.64,-1.12
"1561",0.34,2.38,-1.11
"1562",0.25,2.25,-1.01
"1563",1.82,2.72,-0.02
"1564",1.64,2.22,-0.77
"1565",1.59,1.89,-0.62
"1566",1.73,2.15,-0.02
"1567",2.09,2.3,0.8
"1568",1.86,2.35,0.85
"1569",1.92,2.49,-0.26
"1570",2.28917673243764,2.60759175746287,0.886963664651041
"1571",2.21,2.24,-1.02
"1572",2.3,2.5,-0.98
"1573",2.48,2.54,-1.19
"1574",2.64,2.81,-1.3
"1575",2.67,3.02,-0.38
"1576",2.53,3.19,-0.52
"1577",3.07,2.85,0.54
"1578",2.93,2.61,0.94
"1579",2.8,2.59,0.87
"1580",2.8,2.52,1.05
"1581",2.52,2.86,0.59
"1582",2.48,2.68,0.81
"1583",2.5,2.6,0.85
"1584",2.46,2.66,0.87
"1585",2.42,2.68,0.75
"1586",2.46,2.75,0.91
"1587",2.38,2.9,1.12
"1588",2.44,2.89,1.05
"1589",2.3,2.91,0.92
"1590",2.4,2.83,0.96
"1591",2.46,2.75,0.95
"1592",2.43,2.77,0.95
"1593",2.42,2.76,0.99
"1594",2.43,2.71,1.04
"1595",2.45,2.69,1.07
"1596",2.45,2.67,1.07
"1597",2.42,2.66,1.08
"1598",2.52,2.69,0.97
"1599",2.52,2.63,1.15
"1600",2.48,2.56,1.25
"1601",2.53,2.6,1.24
"1602",2.43,2.69,1.31
"1603",2.45,2.68,1.29
"1604",2.6,2.61,1.22
"1605",2.44,2.67,1.26
"1606",2.49,2.67,1.27
"1607",2.5,2.71,1.14
"1608",2.52,2.69,1.16
"1609",2.52,2.72,1.19
"1610",2.53,2.75,1.13
"1611",2.62,2.76,1.28
"1612",2.62,2.81,1.32
"1613",2.5,2.79,1.43
"1614",2.58,2.68,1.56
"1615",2.56,2.65,1.5
"1616",2.62,2.61,1.59
"1617",2.66,2.58,1.49
"1618",2.69,2.54,1.46
"1619",2.72,2.37,1.48
"1620",2.73,2.33,1.43
"1621",2.72,2.34,1.32
"1622",2.62,2.5,1.44
"1623",2.54,2.53,1.44
"1624",2.36,2.6,1.6
"1625",2.24,2.75,1.47
"1626",2.49,2.56,1.5
"1627",2.56,2.54,1.49
"1628",2.55,2.49,1.54
"1629",2.61,2.32,1.8
"1630",2.5,2.14,2.06
"1631",2.52,2.47,1.8
"1632",2.57,2.59,1.4
"1633",2.5,2.63,1.4
"1634",2.38,2.7,1.33
"1635",2.28,2.78,1.3
"1636",2.38,2.69,1.19
"1637",2.47,2.64,1.32
"1638",2.47,2.64,1.32
"1639",2.4,2.56,1.5
"1640",2.49,2.55,1.34
"1641",3.16897287214608,-0.49144181224016,1.82596263040419
"1642",2.57,2.54,1.25
"1643",2.51,2.61,1.21
"1644",2.51,2.61,1.21
"1645",2.55,2.57,1.25
"1646",2.9160439427482,0.428767895092061,1.97189560770518
"1647",2.57,2.51,1.31
"1648",2.61,2.45,1.32
"1649",2.61,2.45,1.32
"1650",2.64,2.4,1.42
"1651",3.36657651645353,-0.610516343811997,1.73162815894044
"1652",2.67,2.37,1.52
"1653",2.67408967992296,-1.16704528506086,1.73308108050736
"1654",2.68,2.33,1.54
"1655",3.11774982349106,0.0346480490446016,1.85052649705504
"1656",2.7,2.23,1.55
"1657",3.5122648122656,-0.677593030772075,1.57927129612224
"1658",2.65,2.22,1.46
"1659",2.65,2.22,1.46
"1660",3.41860102512215,-0.348035691152119,1.69734830782327
"1661",2.66,2.14,1.44
"1662",3.37,0.19,2.09
"1663",3.09,0.4,1.9
"1664",2.97,1.17,1.73
"1665",2.65,2.13,1.7
"1666",2.93,1.93,1.59
"1667",3.04,1.72,1.62
"1668",3.07,1.36,1.67
"1669",2.95,1.66,1.51
"1670",3.04,1.59,1.41
"1671",3.27,0.37,1.87
"1672",3.35,-0.03,1.93
"1673",3.33,-0.07,2.01
"1674",3.4,-0.5,2.15
"1675",3.53,-0.42,2.11
"1676",3.62,-0.26,2.01
"1677",3.52,-0.03,2.2
"1678",3.52,-0.03,2.2
"1679",3.53,-0.33,2.23
"1680",3,1.44,1.75
"1681",3.44,-0.68,2.3
"1682",3.48,-0.61,2.22
"1683",3.56,-0.59,2.24
"1684",3.56,-0.59,2.24
"1685",3.56,-0.61,2.23
"1686",3.58,-0.55,2.22
"1687",3.58,-0.55,2.22
"1688",3.62,-0.61,2.15
"1689",2.5542210006202,2.41155094446949,1.57992353650008
"1690",3.2,0.93,1.87
"1691",3.54,-0.46,2.14
"1692",0.273503263709836,-2.90451183449983,-0.162792630619418
"1693",3.55,-0.15,1.97
"1694",3.27,0.51,1.79
"1695",2.60289668997248,2.75265874362929,1.30942925760373
"1696",3.48,-0.37,1.82
"1697",3.4,-0.23,1.53
"1698",3.4,-0.23,1.53
"1699",3.38,-0.21,1.46
"1700",3.41737929347965,-0.286443981207705,2.06794313207981
"1701",3.23,-0.19,1.62
"1702",3.4299131312162,0.398328898107594,2.01469206162559
"1703",3.25,-0.19,1.61
"1704",3.26,-0.19,1.57
"1705",3.13,0.93,2.25
"1706",3.15,0.72,2.22
"1707",2.73,0.32,2.37
"1708",2.95,0.04,2.19
"1709",2.56,-0.12,2.45
"1710",2.6,-0.23,2.12
"1711",2.88,-0.05,2.11
"1712",3.37,0.46,2.11
"1713",2.68,-0.04,2.19
"1714",2.67,0.19,2.29
"1715",2.85,-0.19,2.13
"1716",3.16,0,2.04
"1717",3.26,0.04,2.07
"1718",2.51,-0.57,2.07
"1719",3.18,-0.06,1.86
"1720",2.8,-0.47,1.84
"1721",2.56,-0.55,1.89
"1722",1.7,-1.16,2.18
"1723",2.42,-0.7,1.94
"1724",2.38,-0.68,1.9
"1725",2.53,-0.58,1.7
"1726",3.45,-0.29,1.35
"1727",3.52,-0.33,1.27
"1728",2.04,-1.09,1.71
"1729",3.2,0.49,1.89
"1730",3.02,0.4,1.71
"1731",2.72,-0.16,1.99
"1732",2.58,0.16,2.15
"1733",2.86,1.08,2.32
"1734",2.93,0.6,2.2
"1735",2.93,1.04,2.34
"1736",2.89,1.01,2.34
"1737",2.97,0.53,2.25
"1738",3.03,0.17,1.77
"1739",3.05,-0.37,1.41
"1740",3.01,-0.05,1.6
"1741",2.98,-0.14,1.63
"1742",3.43,-0.61,0.99
"1743",3,-0.01,1.64
"1744",3.05,0.1,1.33
"1745",3.21,-0.95,1.09
"1746",3,-0.21,1.62
"1747",3.3,-0.94,0.95
"1748",3.2,-0.74,1.13
"1749",3.3,-1,0.65
"1750",3,-0.16,1.29
"1751",3.17,-1.04,0.7
"1752",2.92,-0.16,1.46
"1753",3.07,-0.95,1.02
"1754",3.2,-1.04,0.63
"1755",3.16,-0.8,1.09
"1756",3.31,-0.86,0.43
"1757",2.99,0.01,1.7
"1758",3.01,-0.01,1.34
"1759",2.9,0.42,1.98
"1760",3.27,-0.77,0.7
"1761",3.42,-0.75,-0.01
"1762",3.29,-0.69,0.7
"1763",3.19,-0.46,0.59
"1764",3.37,-0.73,-0.01
"1765",3.28,-0.93,-0.31
"1766",2.92,-0.11,1.14
"1767",2.8,-0.29,1.67
"1768",2.92,-0.18,1.89
"1769",2.79,0.59,2.36
"1770",2.95,-0.87,1.61
"1771",3.01,-0.42,1.8
"1772",3.11,-0.56,1.7
"1773",2.86,0.21,2.16
"1774",2.77,0.43,2.33
"1775",3.02,-0.24,2.03
"1776",2.99,-0.12,1.7
"1777",2.88,-0.22,1.79
"1778",2.88,0.09,2.04
"1779",3.34,-0.74,1.58
"1780",3.04,-0.1,2.03
"1781",2.91,0.18,2.21
"1782",2.74,0.05,2.17
"1783",2.9,-0.08,2.04
"1784",3.28,-0.67,1.91
"1785",2.86,0.46,1.98
"1786",3.27,-0.78,1.88
"1787",3.03,-0.67,2.08
"1788",3.08,-0.63,1.97
"1789",2.48,-1.66,1.61
"1790",1.32,-1.93,0.26
"1791",0.37,-2.13,-0.32
"1792",-0.5,-2.6,-0.83
"1793",-0.86,-2.72,-1.06
"1794",0.46,-2.71,-0.24
"1795",0.44,-2.66,-0.15
"1796",0.73,-2.5,0
"1797",0.18,-2.78,-0.29
"1798",0.8,-2.39,0.18
"1799",-0.57,-3.02,-0.63
"1800",-0.44,-2.97,-0.6
"1801",1.02,-2.16,0.29
"1802",1.17,-2.06,0.31
"1803",2.48,-1.52,1.1
"1804",-0.83,-2.67,-0.9
"1805",-1.16,-2.91,-1.22
"1806",-0.78,-3.17,-0.87
"1807",-0.87,-3.09,-0.98
"1808",-1.02,-3.03,-1.24
"1809",-0.94,-3.16,-1.18
"1810",-0.91,-3.2,-0.93
"1811",-0.82,-3.16,-0.82
"1812",-0.91,-3.15,-0.89
"1813",-1.08,-3.15,-1.02
"1814",-1.35,-3.16,-1.24
"1815",-1.39,-3.17,-1.27
"1816",-1.49,-3.08,-1.38
"1817",-1.31,-3.28,-1.13
"1818",-1.25,-3.26,-1.16
"1819",-1.26,-3.34,-1.09
"1820",-1.23,-3.03,-1.01
"1821",-1.26,-3.12,-0.77
"1822",-1.13,-2.8,-0.62
"1823",-1.76,-2.88,-1.69
"1824",-1.02106759510105,-3.00450090722792,-1.70390058536042
"1825",0.838006249537653,-4.15067517699131,-0.325844980594266
"1826",-1.22533085790614,-3.10885531296179,-1.11834649607153
"1827",2.55073520475228,-3.3798359363013,1.13703735138759
"1828",1.28251881810349,-2.92411605937381,-0.407252576584126
"1829",-1.64911528625708,-2.08237950952004,-1.55206246109587
"1830",-1.3784636202132,-3.1194803341701,-1.89803556492303
"1831",-1.64,-3.06,-1.1
"1832",-1.13143535811704,-3.13487279132334,-1.86506296816051
"1833",-0.92199254145441,-3.2852511912283,-0.68347748633521
"1834",-1.34288012693148,-2.98042813398119,-1.47671890477517
"1835",1.52957960544876,-4.70753048202229,0.581399798517561
"1836",0.969472747763076,-5.36835035547342,-0.256605156954639
"1837",-1.65,-2.96,-1.04
"1838",-1.64128107535286,-2.4132424598096,-2.01804737413302
"1839",2.82806820225009,-2.78217797608993,1.46257722640545
"1840",1.22569099649946,-4.93035381224703,-0.2289375572231
"1841",2.02073698055987,-4.24005516731948,0.738544770350901
"1842",4.09451195081998,-2.21844248873776,1.82411448551259
"1843",-2.30410264412995,-0.706534701681748,-2.0722777810646
"1844",-1.81,-3.06,-1.01
"1845",-1.81,-3.06,-1.01
"1846",-2.42732956191521,1.94181917827933,-2.06222023081498
"1847",-2.31620874089193,-0.488985729397494,-2.13290628482588
"1848",0.84,-2.91,0.12
"1849",-2.7,-0.92,-2.53
"1850",-2.06,-1.68,-1.92
"1851",-2.13,-1.67,-2.01
"1852",-2.08,-1.87,-1.97
"1853",-2.77,-0.05,-2.4
"1854",-2.49,-0.37,-2.5
"1855",-2.33,-1.61,-1.94
"1856",-2.14,-1.58,-1.93
"1857",-1.59,-2.33,-1.85
"1858",-1.09,-2.66,-1.65
"1859",-1.18,-2.65,-1.75
"1860",-1.19,-2.88,-1.48
"1861",-1.31,-2.53,-1.76
"1862",-1.25,-3,-1.86
"1863",-0.66,-2.79,-1.37
"1864",-1.59,-2.42,-1.94
"1865",-1.17,-2.8,-1.56
"1866",-1.45,-2.55,-1.77
"1867",-1.6,-2.81,-1.89
"1868",-1.41,-2.55,-1.81
"1869",-1.11,-2.43,-1.7
"1870",-1.61,-2.4,-2.14
"1871",-2.52,-1.14,-2.01
"1872",-1.72,-2.47,-2.26
"1873",-1.98,-2.08,-2.34
"1874",-1.67,-2.6,-2.29
"1875",-2.07,-2.12,-2.15
"1876",-2.75,-1,-2.24
"1877",-2.66,-0.89,-2.44
"1878",-2.95,-0.73,-1.94
"1879",-2.84,-0.56,-2.03
"1880",-2.85,-0.87,-2.04
"1881",-2.59,-1.03,-2.53
"1882",-1.82,-1.82,-2.16
"1883",-2.09,-1,-2.22
"1884",-2.74,0.86,-2.27
"1885",-1.56,-2.51,-2.27
"1886",-2.77,0.91,-2.26
"1887",-1.44,-2.85,-2.25
"1888",-2.12,-0.89,-2.25
"1889",-2.76,1.06,-2.21
"1890",-2.2,-0.45,-2.16
"1891",-2.54,1.16,-2.13
"1892",1.37037631682825,-3.78584764374774,-0.289054359520837
"1893",-2.42,1.55,-2.06
"1894",1.69327503361778,-3.68494298305175,0.568960173411107
"1895",-1.98,-0.33,-2.1
"1896",-2.17,2.4,-1.95
"1897",-2.0724458257715,2.10584385857556,-1.70410196008854
"1898",-1.28149404317489,-2.34552688883452,-1.70986948626649
"1899",2.73281569876571,-3.14690973400554,1.16404595062509
"1900",-2.61777860672388,1.28670429710151,-2.13075088594056
"1901",-2.64,1.18,-1.98
"1902",-0.768660389452656,-3.13968829041043,-1.97113039775016
"1903",-1.41868209339995,-2.43867270501645,-2.24686943102135
"1904",-2.18,2.37,-1.66
"1905",-2.16,2.23,-2.18
"1906",-2.17,2.33,-2.28
"1907",-2.1,2.57,-1.98
"1908",-1.21,3.63,-1.07
"1909",-2.09,2.7,-1.96
"1910",-3.18,-0.47,-2.02
"1911",-2.55,-0.4,-2.64
"1912",-2.44,-1.13,-2.58
"1913",-1.3,-2.85,-2.14
"1914",-0.98,-4.2,-2.04
"1915",-0.45,-4.46,-1.74
"1916",-0.47,-4.2,-1.99
"1917",-0.6,-3.84,-2.37
"1918",-0.6,-3.88,-2.21
"1919",-0.69,-3.86,-2.13
"1920",-0.69,-3.68,-2.16
"1921",-0.96,-3.58,-2.07
"1922",-0.94,-3.53,-2.1
"1923",-1.19,-2.83,-2.3
"1924",-1.5,-2.2,-2.57
"1925",-0.93,-3.03,-2.09
"1926",-1.23,-2.65,-2.36
"1927",-1.14,-2.9,-2.29
"1928",-1,-3.42,-2.17
"1929",-0.72,-3.39,-1.99
"1930",-1.4142479914926,-3.22239835046316,-0.656149503356653
"1931",-0.85,-3.49,-2.12
"1932",-0.81,-3.39,-1.78
"1933",-0.99,-3.45,-2.17
"1934",-0.83,-3.38,-1.79
"1935",-0.83,-3.38,-1.79
"1936",-0.9,-3.41,-1.79
"1937",-0.76,-3.37,-1.95
"1938",-0.76,-3.35,-1.98
"1939",-0.7,-3.33,-2.02
"1940",-0.69,-3.44,-1.75
"1941",-0.83,-3.48,-1.92
"1942",-0.62,-3.4,-1.83
"1943",-0.56,-3.41,-1.91
"1944",-0.7,-3.37,-2.03
"1945",-0.58,-3.57,-1.66
"1946",-1.25,-2.88,-1.78
"1947",-1.53,-2.46,-2.35
"1948",-1.14,-2.77,-2.14
"1949",-1.2,-3.02,-1.82
"1950",-1.24,-2.95,-1.93
"1951",-1.39,-2.53,-1.81
"1952",-0.83,-2.98,-1.56
"1953",-1.5,-2.18,-1.92
"1954",0.72,-4.57,-0.38
"1955",0.95,-4.54,-0.27
"1956",1.26,-4.28,0.15
"1957",1.19,-4.38,-0.19
"1958",1.02,-4.32,-0.06
"1959",1.1,-4.41,0.09
"1960",1.39,-4.25,0.1
"1961",1.53,-4.2,0.43
"1962",1.77,-4.21,0.7
"1963",1.33,-4.32,0.49
"1964",1.2,-4.33,0.39
"1965",1.32,-4.21,0.32
"1966",1.27,-4.17,0.1
"1967",1.33,-4.08,0.15
"1968",1.77,-3.78,0.25
"1969",0.97,-3.48,-0.61
"1970",1.86,-3.72,0.13
"1971",1.41,-3.85,0.08
"1972",1.69,-3.76,-0.04
"1973",0.32,-3.01,-0.89
"1974",1.67,-3.95,0.35
"1975",2.42,-3.37,1.13
"1976",2.46,-3.33,1.13
"1977",2.54,-3.13,1.18
"1978",2.39,-3.28,1
"1979",2.18,-3.32,0.79
"1980",2.55,-3.16,1.11
"1981",3.02,-2.62,1.52
"1982",3,-2.77,1.42
"1983",3.17,-2.43,1.68
"1984",3.12,-2.51,1.66
"1985",3.15,-2.38,1.85
"1986",3.27,-2.54,1.77
"1987",3.28,-2.73,1.77
"1988",3.26,-2.78,1.54
"1989",3.26,-2.77,1.51
"1990",3.26,-2.75,1.64
"1991",3.35,-2.81,1.54
"1992",3.35,-2.85,1.45
"1993",3.46,-2.77,1.42
"1994",3.56,-2.66,1.4
"1995",3.55,-2.62,1.58
"1996",3.55,-2.61,1.75
"1997",3.62,-2.51,1.89
"1998",3.69,-1.56,2.04
"1999",3.81,-1.58,2.07
"2000",3.74,-1.03,2.08
"2001",3.82,-1.51,2.06
"2002",3.74,-1.35,2.03
"2003",3.76,-1.31,2.06
"2004",3.84,-1.58,2.08
"2005",3.69,-1.48,2.03
"2006",3.62,-1.06,2.09
"2007",3.7,-2.13,1.93
"2008",3.65,-2.26,1.86
"2009",0.201088183973499,-1.27915060226377,-1.09326884220395
"2010",2.42181874180246,-2.67707133847243,0.841645832025796
"2011",-0.604009639411745,-2.01458692656751,-1.53976015886432
"2012",3.23410301108293,-1.24458867539085,1.81637533114255
"2013",1.79969576726164,-1.55738102958595,0.30183425129517
"2014",1.69361808386213,-1.48088940107573,0.293899862341555
"2015",3.32,-1.78,1.51
"2016",2.92,-1.74,1.47
"2017",3.23,-1.3,1.64
"2018",3.18,0.43,2.13
"2019",2.99,0.23,1.84
"2020",3.39,-0.79,1.56
"2021",2.94,-2.93,0.98
"2022",3.1,-2.79,0.98
"2023",3.07,-2.59,1.07
"2024",2.36,-3.49,0.71
"2025",2.4,-3.39,0.82
"2026",2.85,-2.89,0.92
"2027",2.95,-2.6,0.98
"2028",2.8,-2.8,0.78
"2029",2.7,-2.92,0.64
"2030",2.39,-3.18,0.46
"2031",2.4,-3.29,0.41
"2032",2.35,-3.2,0.69
"2033",2.2,-3.35,0.57
"2034",2.14,-3.39,0.48
"2035",1.56,-3.8,0.39
"2036",1.7,-3.6,0.45
"2037",1.77,-3.54,0.38
"2038",1.67,-3.38,0.48
"2039",2.02,-3.33,0.47
"2040",2.18,-3.33,0.54
"2041",2.32,-3.1,0.7
"2042",2.36,-2.96,0.65
"2043",2.47,-2.81,0.71
"2044",2.43,-2.83,0.7
"2045",2.56,-2.75,0.71
"2046",2.55,-2.77,0.73
"2047",2.6,-2.61,0.79
"2048",2.54,-2.72,0.75
"2049",2.44,-2.89,0.7
"2050",2.53,-2.93,0.7
"2051",2.48,-2.99,0.71
"2052",2.41,-3,0.71
"2053",2.42,-3.03,0.7
"2054",2.42,-3.02,0.73
"2055",2.36,-3.07,0.66
"2056",2.3,-3.09,0.66
"2057",2.31,-3.1,0.71
"2058",2.49,-2.3,1.01
"2059",2.51,-2.56,0.98
"2060",2.48,-2.41,1.01
"2061",2.55,-2.43,1.07
"2062",2.7,-1.48,1.52
"2063",2.77,-0.9,1.61
"2064",2.78,-0.83,1.46
"2065",2.81,-0.85,1.54
"2066",2.86,-0.64,1.62
"2067",2.86,-0.67,1.6
"2068",2.86,-1.12,1.73
"2069",2.92,-1.35,1.31
"2070",3.1,-1.47,1.3
"2071",2.91,-1.51,1.05
"2072",2.84,-1.45,1.07
"2073",-1.61814675701792,-1.43757474708444,-2.21088244781209
"2074",2.92,-1.43,1.15
"2075",0.13,-1.41,-0.88
"2076",-1.86,-1.27,-2.28
"2077",-1.86,-1.47,-2.18
"2078",1.05,-1.42,-0.16
"2079",2.75,-1.37,1.02
"2080",1.43498426777822,-1.71779017299516,0.133224098363021
"2081",2.30478982340277,-3.06586182428039,0.846830997200202
"2082",-1.55,-2.01,-1.9
"2083",2.86,-1.33,1.37
"2084",3.62975537634061,-2.17255735525488,1.91641491496178
"2085",-0.0148848530553042,-1.20928062515778,-1.54999125029148
"2086",2.32372452752789,-0.997031843305004,0.859406330524756
"2087",0.427663657472311,-1.45239583702568,-0.510730176520348
"2088",-1.4948708727162,-1.44657023749894,-1.97415335302382
"2089",2.50885936368634,-3.15393352248568,0.671935971827985
"2090",3.12427807092226,-1.05864010446288,1.57594724264364
"2091",2.83,-1.29,1.49
"2092",2.83212040432337,-2.99196923880004,0.834016756782778
"2093",3.1604615248998,-1.37272917555814,1.4613549073045
"2094",3.1118308978733,-0.945647282282374,1.8727821973657
"2095",0.455347849799701,-1.65307779949058,-0.573057688379727
"2096",-1.79,-1.43,-2.23
"2097",-1.73,-1.46,-2.27
"2098",-1.74,-1.48,-2.32
"2099",-1.05,-1.26,-1.75
"2100",-0.82,-1.18,-1.43
"2101",1.32,-1.48,0.07
"2102",1.87,-1.49,0.38
"2103",1.6,-1.24,0.32
"2104",2.09,-1.44,0.69
"2105",0.57,-1.2,-0.46
"2106",0.48,-1.55,-0.54
"2107",0.25,-1.73,-0.67
"2108",0.53,-1.73,-0.38
"2109",0.51,-1.9,-0.69
"2110",0.16,-1.58,-0.78
"2111",-0.87,-1.74,-1.39
"2112",1.68,-1.06,0.7
"2113",2.86,-1.18,1.69
"2114",2.88,-1.15,1.67
"2115",2.1,-1.07,0.94
"2116",2.05,-0.96,0.75
"2117",2.98,-1.21,1.63
"2118",2.91,-1.19,1.65
"2119",2.9,-1.18,1.61
"2120",-1.5,-1.5,-1.9
"2121",-1.43,-1.64,-1.75
"2122",2.8272227618531,-1.20562191033162,1.25534394375068
"2123",-0.137903521672934,-2.52729192042722,-1.33488798910469
"2124",-1.42,-1.58,-1.87
"2125",-1.22,-1.77,-1.85
"2126",-1.12,-1.87,-1.81
"2127",-1.15,-1.92,-1.8
"2128",-1.16,-1.81,-1.8
"2129",-0.96,-1.88,-1.61
"2130",-0.74,-2.15,-1.54
"2131",-0.74,-2.15,-1.54
"2132",-0.46,-2.25,-1.59
"2133",-0.54,-2.25,-1.48
"2134",-0.54,-2.25,-1.48
"2135",-0.39,-2.35,-1.36
"2136",2.09706004359042,-1.65324710221408,0.736063269129745
"2137",-0.29,-2.37,-1.3
"2138",-0.3,-2.33,-1.35
"2139",-0.41,-1.9,-1.32
"2140",-0.3,-2.08,-1.29
"2141",-0.12,-2.14,-1.09
"2142",-0.04,-2.17,-1.09
"2143",-0.1,-2.06,-1.09
"2144",0.73,-1.97,-0.4
"2145",1.34,-1.91,-0.15
"2146",1.37,-1.88,-0.13
"2147",2.09,-1.58,0.46
"2148",2.11,-1.45,0.32
"2149",2.03,-1.38,0.29
"2150",2.28,-1.23,0.46
"2151",1.83,-1.48,0.3
"2152",0.77,-1.4,-0.16
"2153",0.21,-1.88,-0.87
"2154",1.04,-1.3,-0.1
"2155",2.11,-0.83,1.04
"2156",2.15,-0.81,1.1
"2157",1.39,-1.58,0.05
"2158",1.23,-1.83,-0.57
"2159",1.74,-0.78,0.51
"2160",0.52,-1.69,-0.68
"2161",0.61,-2.03,-0.75
"2162",0.36,-2,-0.94
"2163",0.05,-1.67,-0.9
"2164",-0.01,-1.89,-0.98
"2165",1.03,-1.79,-0.09
"2166",1.33,-1.57,0.15
"2167",1.05,-1.88,-0.14
"2168",1.77,-1.21,0.53
"2169",1.36,-1.64,0.27
"2170",1.34,-1.03,0.61
"2171",-0.05,-1.35,-0.97
"2172",-0.11,-1.32,-0.86
"2173",-0.61,-0.76,-1.49
"2174",-0.11,-1.19,-1.24
"2175",0.44,-1.62,-0.4
"2176",0.06,-1.76,-0.61
"2177",0.09,-1.62,-0.7
"2178",0.22,-1.54,-0.83
"2179",0.07,-1.25,-1.21
"2180",0.23,-1.46,-0.81
"2181",0.23,-1.33,-0.98
"2182",0.36,-1.52,-0.76
"2183",-0.03,-1.44,-1.47
"2184",-0.44,-1.23,-1.68
"2185",-0.02,-1.22,-1.16
"2186",0.48,-1.19,-0.55
"2187",-0.21,-1.03,-1.69
"2188",-0.64,-0.3,-2.1
"2189",-0.69,-0.26,-1.99
"2190",-0.49,-0.1,-1.94
"2191",-0.38,-0.04,-2.06
"2192",-0.45,-0.14,-1.93
"2193",1.37456248203888,-1.36714837275702,0.155330952447483
"2194",-1.05798624286887,-1.85589635727004,-1.81599339349383
"2195",-0.31,-0.35,-2.04
"2196",3.38356143073882,-1.86753156006702,1.64892225449728
"2197",-0.16,-0.87,-2.04
"2198",2.14660129989218,-3.71418304867908,0.42540155767711
"2199",-0.2,-0.87,-2.05
"2200",-0.76,-0.09,-1.98
"2201",-0.23,-0.91,-2.02
"2202",0.239383919219905,-1.55574639290261,-0.423843431271929
"2203",-0.25,-0.83,-2.01
"2204",0.499404412651367,-1.94386126051275,-0.838497996119249
"2205",-0.49,-0.38,-2.02
"2206",0.612475367834441,-1.87375715532672,-1.2499573763241
"2207",-0.3,-0.53,-2
"2208",1.22956337046093,-1.50552443266383,-1.04591552474876
"2209",-0.31,-0.42,-2.12
"2210",-0.241864473564919,-2.0504445243267,-0.69323347387352
"2211",-0.72,-0.22,-2
"2212",-0.57,-0.29,-2.05
"2213",-0.73,-0.3,-2
"2214",-0.38,-0.4,-2.04
"2215",1.48998470435247,-1.65899804791227,-0.581426701572354
"2216",-0.81,-0.22,-2.02
"2217",-0.24,-0.6,-2.04
"2218",0.476669005007259,-1.88104753066348,-0.40266751468776
"2219",-0.36,-0.66,-2
"2220",-0.50351143914057,-1.77461861879448,-0.826340101118307
"2221",0.850099466624374,-1.84678725890032,-1.18324899753849
"2222",-0.12,-0.57,-2.04
"2223",1.19460893555323,-1.83999205764384,-0.562902561146444
"2224",-0.804194320026254,-0.0577692743813358,-1.80604869768717
"2225",-0.14,-0.6,-2.02
"2226",-0.295918316331087,-1.78074026056557,-0.890027073440455
"2227",-0.82,-0.05,-1.89
"2228",-0.64,-0.35,-1.96
"2229",-0.88,-0.2,-1.96
"2230",-0.8,-0.27,-1.9
"2231",-0.52,-0.52,-1.95
"2232",-0.81,-0.37,-1.91
"2233",-0.84,-0.26,-1.96
"2234",-0.7,-0.38,-1.87
"2235",-0.7,-0.51,-1.94
"2236",-0.51,-0.47,-1.97
"2237",-0.47,-0.37,-2
"2238",-0.33,-0.28,-1.59
"2239",-0.17,-0.64,-1.15
"2240",-0.42,-0.12,-2.16
"2241",-0.54,-0.15,-1.42
"2242",-0.5,-0.19,-1.36
"2243",0.43,-1.22,-1.5
"2244",0.07,-0.7,-1.42
"2245",0.74,-1.64,-1.06
"2246",0.27,-0.95,-1.5
"2247",0.84,-1.59,-0.91
"2248",0.2,-1.18,-1.25
"2249",0.76,-2.13,-1.35
"2250",-0.11,-1.22,-1.64
"2251",0.81,-2.05,-1.32
"2252",0.95,-1.99,-1.32
"2253",0.89,-1.99,-1.42
"2254",0.77,-1.95,-1.31
"2255",0.77,-1.95,-1.31
"2256",0.8,-2,-1.45
"2257",0.83849969652711,-1.74458181895635,-1.06815605232763
"2258",0.71918920600085,-1.65527667346729,-1.2068337666184
"2259",1.0190526621449,-2.14090298807428,-1.35836376972542
"2260",0.951911502053478,-1.70667824378594,-0.985366482277155
"2261",0.239494310621167,-1.22648213879274,-1.2549797860539
"2262",0.82,-1.98,-1.5
"2263",-0.352104769104489,-0.384475441883479,-1.80151176583673
"2264",0.846509142049224,-1.68700499137426,-1.02871687962629
"2265",0.0666920521458392,-1.27677212874873,-1.79982862761782
"2266",-0.633257926383183,-0.441741575627575,-1.90998884094408
